Sentence,Sentence#
"Before I could also print from my i-Phone but since I used it to print in an other house with another wife, the problem is the same : I have the message : no airprint.",5491
"Could you please help ?",5492
"Thank you very much.",5493
"Very unhappy with the life of any of your print cartridges.",5494
"Don't print very often.",5495
"Have had to purchase 3 (expensive) since owning.",5496
"Compared to the HP I had for 10 years, this printer, Pixma MX922, is an ink cartridge hog!!!",5497
"Replacements are overpriced for the amount of ink within.",5498
"Printer/fax is soooooo noisy, slow and not at all as expected.",5499
"Very disappointed!!!",5500
"Customer service didn't seem to care and only made excuses for the cartridge shortcomings.",5501
"Made excuses when I called.",5502
"I had the ""so called empty cartridge"" checked because the printer would not print and found that it was still 1/2 full.",5503
"Again, customer made excuses accusing the checker of poking a hole in the cartridge.",5504
"NOT HAPPY WITH CANON or customer service TO SAY THE LEAST!",5505
"I wanted to submit this ""rose"" for Jim @ station 209-14-F with Canon: I was extremely impressed with his expertise, courtesy, and professionalism throughout my call for help getting my Canon MX922 reconnected with my computer after an upgrade from Vista software to Windows 7.",5506
"He clearly instructed me through the process flawlessly and, in my opinion, is a valuable assets to the Canon Corporation.",5507
"I was having problems with my canon mx 922 wireless printer and called customer service.",5508
"I reached Leah,who was patient, supportive and really helpful.",5509
"This is the 2nd time i have used customer service and both times I was extremely satisfied and the problem was resolved.",5510
"I will continue to use Canon products because of people like Leah, david Ofman",5511
"I purchased a Canon MX922 Series printer in spring of 2015.",5512
"With no technical savvy on my part I called Customer Service, it was outstanding at helping me get it set up and fully functioning.",5513
"Now in May of 2016, same printer with new air card, I needed their direction to reconnect to wireless functions and re-engage the scanner capabilities.",5514
"You guys are awesome.",5515
"Thank you from Texas!",5516
"PIXMA MX922 printer.",5517
"Had about a year.",5518
"A B200 appeared in the screen.",5519
"Instructions were to call Canon.",5520
"Did just that.",5521
"Got disconnected.",5522
"Called back.",5523
"The answer knew I had called before.",5524
"Asked if I would like a call back.",5525
"I answered yes and was disconnected as I put in my phone number!",5526
"Dialed again and had a young man.",5527
"Asked for home phone (I had called on my cell phone so I could be near the computer with free hands - my email, my full name and then asked my problem.",5528
"Told him of the B200 appearing and then an email that said I should call Canon.",5529
"He said he would be right back.",5530
"My best bet, he the came back and said, because of the cost of fixing the printer (which had cost about $100), he would put me in contact with someone else who would help me.",5531
"Not worth fixing.",5532
"I do have another printer and tried not to be rude, but what a waste of time.",5533
"I guess if you buy cheaply you get a cheap product.",5534
"There's an old expression that REALLY holds true with technology.",5535
"There may be many versions, but this one is the polite one.",5536
"'If it aint broken, don't mess with it.'",5537
"Then why did you guys at Canon change something that was setting records of 'good' all over the planet or at least in my world.",5538
"The MX830 ran flawless for three years straight!",5539
"Not one time did it even have a slight hiccup.",5540
"It was amaizing....the best printer I've ever owned!!",5541
"Light years ahead of the same category printers of Hp and Brothers.",5542
"After three years if had its first malfunction and then you 'so called genius IT people' figured it was possible to improve on perfection.",5543
"WRONG!!!!",5544
"You came out with the MX922, so inferior and full of bugs you should be ashamed at even stamping the Canon name on this inferior piece of junk.",5545
"I have had continuous malfunction issues, nearly every week I've owned it.",5546
